L014,T1,L014-Face_Observe_96i_5,192
L015,T1,HiRes_5,0
L015,T1,L015-Face_Imitate_96i_6,192
L015,T1,L015-Face_Observe_96i_7,192
L016,T1,HiRes_3,0
L016,T1,L016-Face_Imitate_96i_6,192
L016,T1,L016-Face_Observe_96i_5,192
L016,T2,FACE_IMITATE_96I_7,0
L016,T2,FACE_OBSERVE_96I_6,0
L016,T2,HIRES_3,0
L016,T3,FACE_IMITATE_96I_8,0
L016,T3,FACE_OBSERVE_96I_7,0
L016,T3,HIRES_3,0
L017,T1,HiRes_3,0
L017,T1,L017-Face_Imitate_96i_5,192
L017,T1,L017-Face_Observe_96i_6,192
L017,T2,FACE_IMITATE_96I_5,0
L017,T2,FACE_OBSERVE_96I_6,0
L017,T2,HIRES_3,0
L019,T1,L019-Face_Imitate_96i_3,192
L019,T1,L019-Face_Observe_96i_4,192
L019,T1,L019-HiRes_6,0
L019,T2,FACE_IMITATE_96I_6,0
L019,T2,FACE_OBSERVE_96I_7,0
L019,T2,HIRES_3,0
L019,T3,Faces_Observe,0
L019,T3,HIRES_3,0
L020,T1,L020-Face_Imitate_96i_7,192
L020,T1,L020-Face_Observe_96i_6,192
L020,T1,anat_hires,0
L020,T2,FACE_IMITATE_96I_7,0
L020,T2,FACE_OBSERVE_96I_6,0
L020,T2,HIRES_3,0
L022,T1,L022-Face_Imitate_96i_5,192
L022,T1,L022-Face_Observe,0
L022,T1,L022-HiRes_2,0
L022,T2,FACE_IMITATE_96I_7,0
L022,T2,FACE_OBSERVE_96I_6,0
L022,T2,HIRES_3,0
L022,T3,FACE_IMITATE_96I_8,0
L022,T3,FACE_OBSERVE_96I_7,0
L022,T3,HIRES_4,0
L023,T1,L023-Face_Imitate_96i_5,192
L023,T1,L023-Face_Observe_96i_6,192
L023,T1,L023-HiRes_3,0
L023,T2,FACE_IMITATE_96I_6,0
L023,T2,FACE_OBSERVE_96I_7,0
L023,T2,HIRES_3,0
L023,T3,FACE_IMITATE_96I_7,0
L023,T3,FACE_OBSERVE_96I_8,0
L023,T3,HIRES_4,0
L024,T1,L024-Face_Imitate_96i_5,192
L024,T1,L024-Face_Observe_96i_4,192
L024,T1,L024-HiRes_2,0
L024,T2,FACE_OBSERVE_96I_6,0
L024,T2,HIRES_3,0
L024,T3,FACE_IMITATE_96I_7,0
L024,T3,FACE_OBSERVE_96I_6,0
L024,T3,HIRES_3,0
L025,T1,L025-Face_Imitate_96i_6,192
L025,T1,L025-Face_Observe_96i_5,192
L025,T1,L025-HiRes_3,0
L026,T1,L026-Face_Imitate_96i_5,192
L026,T1,L026-Face_Observe_96i_6,192
L026,T1,L026-HiRes_3,0
L027,T1,Face_Imitate_96i_6,192
L027,T1,Face_Observe_96i_5,192
L027,T1,HiRes_3,0
L028,T1,Face_Imitate_96i_5,192
L028,T1,Face_Observe_96i_6,192
L028,T1,HiRes_3,0
L028,T2,FACE_IMITATE_96I_6,0
L028,T2,FACE_OBSERVE_96I_7,0
L028,T2,HIRES_3,0
L028,T3,FACE_IMITATE_96I_6,0
L028,T3,FACE_OBSERVE_96I_7,0
L028,T3,HIRES_3,0
L029,T1,L029-Face_Imitate_96i_6,192
L029,T1,L029-Face_Observe_96i_5,192
L029,T1,L029-HiRes_3,0
L029,T2,FACE_IMITATE_96I_7,0
L029,T2,FACE_OBSERVE_96I_6,0
L029,T2,HIRES_3,0
L029,T3,FACE_IMITATE_96I_7,0
L029,T3,FACE_OBSERVE_96I_6,0
L029,T3,HIRES_3,0
L030,T1,L030-Face_Imitate_96i_6,192
L030,T1,L030-Face_Observe_96i_5,192
L030,T1,L030-HiRes_3,0
L030,T2,FACE_IMITATE_96I_7,0
L030,T2,FACE_OBSERVE_96I_6,0
L030,T2,HIRES_3,0
L030,T3,FACE_IMITATE_96I_6,0
L030,T3,FACE_OBSERVE_96I_7,0
L030,T3,HIRES_3,0
L031,T1,Face_Imitate_96i_6,192
L031,T1,Face_Observe_96i_7,192
L031,T1,HiRes_4,0
L032,T1,L032-Face_Imitate_96i_5,192
L032,T1,L032-Face_Observe_96i_4,192
L032,T1,L032-HiRes_2,0
L032,T2,FACE_IMITATE_96I_10,0
L032,T2,FACE_OBSERVE_96I_9,0
L032,T2,HIRES_8,0
L032,T3,FACE_IMITATE_96I_8,0
L032,T3,FACE_OBSERVE_96I_7,0
L032,T3,HIRES_3,0
L033,T1,L033-Face_Imitate_96i_5,192
L033,T1,L033-Face_Observe_96i_6,192
L033,T1,L033-HiRes_3,0
L033,T2,FACE_IMITATE_96I_7,0
L033,T2,FACE_OBSERVE_96I_8,0
L033,T2,HIRES_4,0
L033,T3,FACE_IMITATE_96I_6,0
L033,T3,FACE_OBSERVE_96I_7,0
L033,T3,HIRES_3,0
L034,T1,FACE_IMITATE_96I_8,0
L034,T1,FACE_OBSERVE_96I_9,0
L034,T1,HIRES_6,0
L034,T2,FACE_IMITATE_96I_4,0
L034,T2,FACE_OBSERVE_96I_5,0
L034,T2,HIRES_3,0
L035,T1,FACE_IMITATE_96I_6,0
L035,T1,FACE_OBSERVE_96I_5,0
L035,T1,HIRES_3,0
L035,T2,FACE_IMITATE_96I_9,0
L035,T2,FACE_OBSERVE_96I_8,0
L035,T2,HIRES_5,0
L035,T3,FACE_IMITATE_96I_6,0
L035,T3,FACE_OBSERVE_96I_5,0
L035,T3,HIRES_4,0
L036,T1,FACE_IMITATE_96I_5,0
L036,T1,FACE_OBSERVE_96I_6,0
L036,T1,HIRES_3,0
L037,T1,FACE_IMITATE_96I_9,0
L037,T1,FACE_OBSERVE_96I_8,0
L037,T1,HIRES,0
L038,T1,FACE_IMITATE_96I_7,0
L038,T1,FACE_OBSERVE_96I_6,0
L038,T1,HIRES_4,0
L038,T2,FACE_IMITATE_96I_7,0
L038,T2,FACE_OBSERVE_96I_6,0
L038,T2,HIRES_3,0
L038,T3,FACE_IMITATE_96I_7,0
L038,T3,FACE_OBSERVE_96I_6,0
L038,T3,HIRES_3,0
L039,T1,FACE_IMITATE_96I_5,0
L039,T1,FACE_OBSERVE_96I_6,0
L039,T1,HIRES_3,0
L040,T1,Face_Imitate_96i_6,192
L040,T1,Face_Observe_96i_7,192
L040,T1,HiRes_4,0
L040,T2,FACE_IMITATE_96I_6,0
L040,T2,FACE_OBSERVE_96I_7,0
L040,T2,HIRES_3,0
L041,T1,Face_Imitate_96i_6,192
L041,T1,Face_Observe_96i_5,192
L041,T1,HiRes_3,0
L041,T2,FACE_IMITATE_96I_7,0
L041,T2,FACE_OBSERVE_96I_6,0
L041,T2,HIRES_3,0
L041,T3,FACE_IMITATE_96I_7,0
L041,T3,FACE_OBSERVE_96I_6,0
L041,T3,HIRES_3,0
L042,T1,Face_Imitate_96i_5,192
L042,T1,Face_Observe_96i_6,192
L042,T1,HiRes_3,0
L042,T2,FACE_IMITATE_96I_6,0
L042,T2,FACE_OBSERVE_96I_7,0
L042,T2,HIRES_3,0
L042,T3,FACE_IMITATE_96I_6,0
L042,T3,FACE_OBSERVE_96I_7,0
L042,T3,HIRES_3,0
L044,T1,Face_Imitate_96i_5,192
L044,T1,Face_Observe_96i_6,192
L044,T1,HiRes_3,0
L045,T1,Face_Imitate_96i_6,192
L045,T1,Face_Observe_96i_5,192
L045,T1,HiRes_3,0
L045,T2,FACE_IMITATE_96I_8,0
L045,T2,FACE_OBSERVE_96I_7,0
L045,T2,HIRES_3,0
L045,T3,FACE_IMITATE_96I_7,0
L045,T3,FACE_OBSERVE_96I_6,0
L045,T3,HIRES_3,0
L046,T1,Face_Imitate_96i_7,192
L046,T1,Face_Observe_96i_6,192
L046,T1,HiRes_4,0
L046,T2,FACE_IMITATE_96I_8,0
L046,T2,FACE_OBSERVE_96I_7,0
L046,T2,HIRES_3,0
L046,T3,FACE_IMITATE_96I_7,0
L046,T3,FACE_OBSERVE_96I_6,0
L046,T3,HIRES_3,0
L047,T1,Face_Imitate_96i_6,192
L047,T1,Face_Observe_96i_5,192
L047,T1,HiRes_3,0
L048,T1,Face_Imitate_96i_5,192
L048,T1,Face_Observe_96i_6,192
L048,T1,HiRes_3,0
L049,T1,Face_Imitate_96i_6,192
L049,T1,Face_Observe_96i_7,192
L049,T1,HiRes_4,0
L049,T2,FACE_IMITATE_96I_6,0
L049,T2,FACE_OBSERVE_96I_7,0
L049,T2,HIRES_3,0
L051,T1,Face_Imitate_96i_6,192
L051,T1,Face_Observe_96i_5,192
L051,T1,HiRes_3,0
L051,T2,FACE_IMITATE_96I_7,0
L051,T2,FACE_OBSERVE_96I_6,0
L051,T2,HIRES_3,0
L051,T3,FACE_IMITATE_96I_7,0
L051,T3,FACE_OBSERVE_96I_6,0
L051,T3,HIRES_3,0
L052,T1,Face_Imitate_96i_5,192
L052,T1,Face_Observe_96i_6,192
L052,T1,HiRes_3,0
L053,T1,Face_Imitate_96i_7,192
L053,T1,Face_Observe_96i_6,192
L053,T1,HiRes_4,0
L054,T1,Face_Imitate_96i_6,192
L054,T1,Face_Observe_96i_5,192
L054,T1,HiRes_3,0
L054,T2,FACE_IMITATE_96I_7,0
L054,T2,FACE_OBSERVE_96I_6,0
L054,T2,HIRES_3,0
L055,T1,Face_Imitate_96i_6,192
L055,T1,Face_Observe_96i_5,192
L055,T1,HiRes_3,0
L055,T2,FACE_IMITATE_96I_7,0
L055,T2,FACE_OBSERVE_96I_6,0
L055,T2,HIRES_3,0
L055,T3,FACE_IMITATE_96I_10,0
L055,T3,FACE_OBSERVE_96I_9,0
L055,T3,HIRES_7,0
L056,T1,Face_Imitate_96i_6,192
L056,T1,Face_Observe_96i_5,192
L056,T1,HiRes_3,0
L057,T1,Face_Imitate_96i_6,192
L057,T1,Face_Observe_96i_7,192
L057,T1,HiRes_4,0
L057,T2,FACE_IMITATE_96I_6,0
L057,T2,FACE_OBSERVE_96I_7,0
L057,T2,HIRES_3,0
L057,T3,FACE_IMITATE_96I_6,0
L057,T3,FACE_OBSERVE_96I_7,0
L057,T3,HIRES_3,0
L058,T1,Face_Imitate_96i_7,192
L058,T1,Face_Observe_96i_6,192
L058,T1,HiRes_4,0
L058,T2,FACE_IMITATE_96I_7,0
L058,T2,FACE_OBSERVE_96I_6,0
L058,T2,HIRES_3,0
L058,T3,FACE_IMITATE_96I_7,0
L058,T3,FACE_OBSERVE_96I_6,0
L058,T3,HIRES_3,0
L059,T1,FACE_IMITATE_96I_5,0
L059,T1,FACE_OBSERVE_96I_6,0
L059,T1,HIRES_3,0
L059,T2,FACE_IMITATE_96I_6,0
L059,T2,FACE_OBSERVE_96I_7,0
L059,T2,HIRES_3,0
L059,T3,FACE_IMITATE_96I_6,0
L059,T3,FACE_OBSERVE_96I_7,0
L059,T3,HIRES_3,0
L060,T1,FACE_IMITATE_96I_6,0
L060,T1,FACE_OBSERVE_96I_5,0
L060,T1,HIRES_3,0
L060,T2,FACE_IMITATE_96I_7,0
L060,T2,FACE_OBSERVE_96I_6,0
L060,T2,HIRES_3,0
L060,T3,FACE_IMITATE_96I_8,0
L060,T3,FACE_OBSERVE_96I_7,0
L060,T3,HIRES_3,0
L062,T1,Face_Observe_96i_7,192
L062,T1,HiRes_4,0
L063,T1,Face_Imitate_96i_5,192
L063,T1,Face_Observe_96i_6,192
L063,T1,HiRes_3,0
L064,T1,Face_Imitate_96i_6,192
L064,T1,Face_Observe_96i_5,192
L064,T1,HiRes_3,0
L064,T2,FACE_IMITATE_96I_7,0
L064,T2,FACE_OBSERVE_96I_6,0
L064,T2,HIRES_3,0
L064,T3,FACE_IMITATE_96I_7,0
L064,T3,FACE_OBSERVE_96I_6,0
L064,T3,HIRES_3,0
L065,T1,Face_Imitate_96i_5,192
L065,T1,Face_Observe_96i_6,192
L065,T1,HiRes_3,0
L065,T2,FACE_IMITATE_96I_6,0
L065,T2,FACE_OBSERVE_96I_7,0
L065,T2,HIRES_3,0
L065,T3,FACE_IMITATE_96I_11,0
L065,T3,FACE_OBSERVE_96I_12,0
L065,T3,HIRES_3,0
L067,T1,Face_Imitate_96i_6,192
L067,T1,Face_Observe_96i_7,192
L067,T1,HiRes_4,0
L068,T1,Face_Imitate_96i_6,192
L068,T1,Face_Observe_96i_5,192
L068,T1,HiRes_3,0
L070,T1,Face_Imitate_96i_8,192
L070,T1,Face_Observe_96i_9,192
L070,T1,HiRes_7,0
L070,T2,FACE_IMITATE_96I_6,0
L070,T2,FACE_OBSERVE_96I_7,0
L070,T2,HIRES_3,0
L070,T3,FACE_IMITATE_96I_6,0
L070,T3,FACE_OBSERVE_96I_7,0
L070,T3,HIRES_3,0
L071,T1,Face_Imitate_96i_8,192
L071,T1,Face_Observe_96i_7,192
L071,T1,HiRes_4,0
L071,T2,FACE_IMITATE_96I_7,0
L071,T2,FACE_OBSERVE_96I_6,0
L071,T2,HIRES_3,0
L072,T1,Faces_imit,192
L072,T1,Faces_obs,192
L072,T1,Hires,0
L072,T2,FACE_IMITATE_96I_6,0
L072,T2,FACE_OBSERVE_96I_7,0
L072,T2,HIRES_3,0
L072,T3,FACE_IMITATE_96I_6,0
L072,T3,FACE_OBSERVE_96I_7,0
L072,T3,HIRES_3,0
L073,T1,FACE_IMITATE_96I_6,0
L073,T1,FACE_OBSERVE_96I_5,0
L073,T1,HIRES_3,0
L073,T2,FACE_IMITATE_96I_7,0
L073,T2,FACE_OBSERVE_96I_6,0
L073,T2,HIRES_3,0
L073,T3,FACE_IMITATE_96I_7,0
L073,T3,FACE_OBSERVE_96I_6,0
L073,T3,HIRES_3,0
L074,T1,FACE_IMITATE_96I_6,0
L074,T1,FACE_OBSERVE_96I_7,0
L074,T1,HIRES_4,0
L074,T2,FACE_IMITATE_96I_6,0
L074,T2,FACE_OBSERVE_96I_7,0
L074,T2,HIRES_3,0
L074,T3,FACE_IMITATE_96I_6,0
L074,T3,FACE_OBSERVE_96I_7,0
L074,T3,HIRES_3,0
L075,T1,FACE_IMITATE_96I_6,0
L075,T1,FACE_OBSERVE_96I_5,0
L075,T1,HIRES_3,0
L076,T1,FACE_IMITATE_96I_6,0
L076,T1,FACE_OBSERVE_96I_5,0
L076,T1,HIRES_3,0
L076,T2,FACE_IMITATE_96I_7,0
L076,T2,FACE_OBSERVE_96I_6,0
L076,T2,HIRES_3,0
L076,T3,FACE_IMITATE_96I_7,0
L076,T3,FACE_OBSERVE_96I_6,0
L076,T3,HIRES_3,0
L077,T1,FACE_IMITATE_96I_5,0
L077,T1,FACE_OBSERVE_96I_6,0
L077,T1,HIRES_3,0
L078,T1,FACE_IMITATE_96I_6,0
L078,T1,FACE_OBSERVE_96I_7,0
L078,T1,HIRES_3,0
L078,T2,FACE_IMITATE_96I_6,0
L078,T2,FACE_OBSERVE_96I_7,0
L078,T2,HIRES_3,0
L078,T3,FACE_IMITATE_96I_6,0
L078,T3,FACE_OBSERVE_96I_7,0
L078,T3,HIRES_3,0
L080,T1,FACE_IMITATE_96I_5,0
L080,T1,FACE_OBSERVE_96I_6,0
L080,T1,HIRES_3,0
L080,T2,FACE_IMITATE_96I_6,0
L080,T2,FACE_OBSERVE_96I_7,0
L080,T2,HIRES_3,0
L080,T3,FACE_IMITATE_96I_6,0
L080,T3,FACE_OBSERVE_96I_7,0
L080,T3,HIRES_3,0
L081,T1,FACE_IMITATE_96I_6,0
L081,T1,FACE_OBSERVE_96I_5,0
L081,T1,HIRES_3,0
L081,T2,FACE_IMITATE_96I_8,0
L081,T2,FACE_OBSERVE_96I_7,0
L081,T2,HIRES_4,0
L082,T1,FACE_IMITATE_96I_6,0
L082,T1,FACE_OBSERVE_96I_5,0
L082,T1,HIRES_3,0
L082,T2,FACE_IMITATE_96I_7,0
L082,T2,FACE_OBSERVE_96I_6,0
L082,T2,HIRES_3,0
L082,T3,FACE_IMITATE_96I_7,0
L082,T3,FACE_OBSERVE_96I_6,0
L082,T3,HIRES_3,0
L083,T1,FACE_IMITATE_96I_6,0
L083,T1,FACE_OBSERVE_96I_5,0
L083,T1,HIRES_3,0
L083,T2,FACE_IMITATE_96I_7,0
L083,T2,FACE_OBSERVE_96I_6,0
L083,T2,HIRES_3,0
L084,T1,FACE_IMITATE_96I_5,0
L084,T1,FACE_OBSERVE_96I_6,0
L084,T1,HIRES_3,0
L084,T2,FACE_IMITATE_96I_6,0
L084,T2,FACE_OBSERVE_96I_7,0
L084,T2,HIRES_3,0
L084,T3,FACE_IMITATE_96I_6,0
L084,T3,FACE_OBSERVE_96I_7,0
L084,T3,HIRES_3,0
L085,T1,Face_Imitate_96i_5,192
L085,T1,Face_Observe_96i_6,192
L085,T1,HiRes_3,0
L086,T1,FACE_IMITATE_96I_5,0
L086,T1,FACE_OBSERVE_96I_6,0
L086,T1,HIRES_3,0
L086,T2,FACE_IMITATE_96I_6,0
L086,T2,FACE_OBSERVE_96I_7,0
L086,T2,HIRES_3,0
L086,T3,FACE_IMITATE_96I_7,0
L086,T3,FACE_OBSERVE_96I_8,0
L086,T3,HIRES_3,0
L087,T1,FACE_IMITATE_96I_6,0
L087,T1,FACE_OBSERVE_96I_5,0
L087,T1,HIRES_3,0
L087,T2,FACE_IMITATE_96I_14,0
L087,T2,FACE_OBSERVE_96I_13,0
L087,T2,HIRES_12,0
L087,T3,FACE_IMITATE_96I_7,0
L087,T3,FACE_OBSERVE_96I_6,0
L087,T3,HIRES_3,0
L088,T1,FACE_IMITATE_96I_6,0
L088,T1,FACE_OBSERVE_96I_7,0
L088,T1,HIRES_3,0
L088,T2,FACE_IMITATE_96I_6,0
L088,T2,FACE_OBSERVE_96I_7,0
L088,T2,HIRES_3,0
L089,T1,FACE_IMITATE_96I_6,0
L089,T1,FACE_OBSERVE_96I_5,0
L089,T1,HIRES_3,0
L089,T2,FACE_IMITATE_96I_7,0
L089,T2,FACE_OBSERVE_96I_6,0
L089,T2,HIRES_3,0
L089,T3,FACE_IMITATE_96I_7,0
L089,T3,FACE_OBSERVE_96I_6,0
L089,T3,HIRES_3,0
L090,T1,FACE_IMITATE_96I_9,0
L090,T1,FACE_OBSERVE_96I_8,0
L090,T1,HIRES_6,0
L090,T2,FACE_IMITATE_96I_7,0
L090,T2,FACE_OBSERVE_96I_6,0
L090,T2,HIRES_3,0
L090,T3,FACE_IMITATE_96I_7,0
L090,T3,FACE_OBSERVE_96I_6,0
L090,T3,HIRES_3,0
L091,T1,FACE_IMITATE_96I_6,0
L091,T1,FACE_OBSERVE_96I_7,0
L091,T1,HIRES_3,0
L092,T1,FACE_IMITATE_96I_6,0
L092,T1,FACE_OBSERVE_96I_7,0
L092,T1,HIRES_3,0
L092,T2,FACE_IMITATE_96I_6,0
L092,T2,FACE_OBSERVE_96I_7,0
L092,T2,HIRES_3,0
L093,T1,FACE_IMITATE_96I_7,0
L093,T1,FACE_OBSERVE_96I_6,0
L093,T1,HIRES_3,0
L094,T1,FACE_IMITATE_96I_7,0
L094,T1,FACE_OBSERVE_96I_6,0
L094,T1,HIRES_3,0
L094,T2,FACE_IMITATE_96I_7,0
L094,T2,FACE_OBSERVE_96I_6,0
L094,T2,HIRES_3,0
L094,T3,FACE_IMITATE_96I_7,0
L094,T3,FACE_OBSERVE_96I_6,0
L094,T3,HIRES_3,0
L095,T1,FACE_IMITATE_96I_7,0
L095,T1,FACE_OBSERVE_96I_6,0
L095,T1,HIRES_3,0
L096,T1,FACE_IMITATE_96I_6,0
L096,T1,FACE_OBSERVE_96I_7,0
L096,T1,HIRES_3,0
L096,T2,FACE_IMITATE_96I_6,0
L096,T2,FACE_OBSERVE_96I_7,0
L096,T2,HIRES_3,0
L096,T3,FACE_IMITATE_96I_6,0
L096,T3,FACE_OBSERVE_96I_7,0
L096,T3,HIRES_3,0
L097,T1,FACE_IMITATE_96I_4,0
L097,T1,FACE_OBSERVE_96I_5,0
L097,T1,HIRES_3,0
